Id	Text	Label
1245890265447043074	mike dudley was known as ‘pastor’ to many in baltimore. the 61-year-old died just days after being diagnosed with covid-19. i talked with his family about the legacy he leaves behind, as well as a heart wrenching reality of this virus — dying in the hosptial w/out family. httpurl	INFORMATIVE
1241135058569900036	"“this evening we were notified that a member of the office of the vice president tested positive for the coronavirus,"" pence's press secretary, katie miller, said in a statement."	INFORMATIVE
1247111405276483585	#breaking: the ministry of health on monday announced another religious gathering cluster of #covid19 that took place in kuching, sarawak, in which two deaths and 83 positive cases have been recorded. httpurl httpurl	INFORMATIVE
1241595312730497029	a governor issuing a presser on #covidー19 case in oyo state while #fmoh and @user are doing the same shows a gap in coordination. the unwarranted gap has left a dent on the # of cases in nigeria. cases now 23 in nigeria and not 22. the oyo case wasn't counted at 22	INFORMATIVE
1245721411676758018	attn #srls: upcoming free webinar on april 7th! topic: covid-19 related information for srls: adjournments, legal paperwork, &amp; urgent cases. led by julie, and family lawyers aisha amjad &amp; georgette makhoul. more details on the facebook page here: httpurl #a2j httpurl	UNINFORMATIVE
1236104801244438528	"trump is hoping that warmer weather will kill this ""superbug"" as was the case with #sars , has anyone noticed that the west coast appears to be the epicentre of #covid #covidー19 related deaths? just asking mr. prez.."	UNINFORMATIVE
1245874722988085248	"@user @user ""lead"", sarah? sitting on the info for months, lying about it, and then creating the world's biggest clusterfu#k in trying to manage it. everyone see's, and hears, what trump* has done. he's a joke! #covid19 #covid19pandemic #trumpliespeopledie"	UNINFORMATIVE
1243101268597280768	three more #coronavirus positive cases confirmed in #telangana today. among 3 positive cases, 2 of them are doctors from domalguda in #hyderabad &amp; 3rd one is a 49-year-old male resident of qutbullapur in medchal. with this number of #covid19 cases in ts has increased to 44 httpurl	INFORMATIVE
1247736993238433792	covid-19: did jesus stop being that great doctor, the doctor of doctors? my dear, black / african « sheep », but where has your jesus christ, the doctor of doctors gone? in fact, more than 1,034 priests, bishops and nuns died from the corona virus httpurl	INFORMATIVE
1245869543517376512	@user hmm.. now why, oh why would #biden still be opposed to #medicareforall during a #pandemic that's so far seen 10m+ people lose both their job &amp; #healthinsurance.. &amp; said he'd even veto it, if it passed through his congress?🤔 #nojoe #nomiddleground #dnckillsvoters #covid19	UNINFORMATIVE
1246422722428583936	who reversals during #covid19 (1) no human-to-human transmission (2) not yet an emergency (pheic) (3) no need for travel restrictions (4) no need for universal mask wearing this is what happens when the un and who puts politics infront of human lives	UNINFORMATIVE
1244910753297006592	more recoveries! the department of health reports 7 new covid-19 recoveries, bringing the total number of recovered patients to 49. please stay at home! #covid19ph httpurl	INFORMATIVE
1236484280886403073	httpurl coronavirus: experiment gone wrong? two wuhan lab leaks exposed by chinese scientists i had my suspicion of the origin of the virus!😉👍	UNINFORMATIVE
1241987899840696320	suspect food retail sales up a lot in jersey, supermarkets will need more people as the #covidー19 crisis develops. some comfort for hospitality &amp; non food retail staff losing jobs, there maybe another one.	UNINFORMATIVE
1241241557245857797	this coronavirus case is really serious. even boko haram is working from home.🤣🤣🤣 httpurl	UNINFORMATIVE
1241083119832268801	montco pa coronavirus update- encouraging people to take advantage of 90 miles of trails in the county but continue to use social distancing.	UNINFORMATIVE
1243163310356418568	hometown heroes! meet the new jersey restaurant owner who took out a $50,000 credit line so he could continue to pay employees during the covid-19 closing! httpurl	UNINFORMATIVE
1240801912955392000	cdc says n95 masks can be used for 8 hrs of continuous or intermittent use, should be discarded after interaction w/an infected patient. many dr’s around us said they are being given 1 to use indefinitely, they spray it down w/ lysol or wipe it off, unsure it will help. #covid19	UNINFORMATIVE
1241591882465107968	@user plz convince all catholic churches, esp in ft lauderdale to stop allowing gatherings!we know a person who has been attending church because there is a belief that”god will offer protection in his home” &amp; “only 50 people were there “ #covid19 #socialdistancingfail #coronavirususa	UNINFORMATIVE
1242860829969715200	dr. morrison. still 3 positive covid-19 tests in pei. close to 500 tests have been conducted. waiting on results of 250. #pei	INFORMATIVE
1242791355644030976	rwanda traced back 3 of their #covid19 cases from kenya now uganda confirms one of their case has links to kenya... #ukweliusemwe	INFORMATIVE
1241492383356915715	#breaking | florida adds 200 new cases of covid-19 today, and 2 new deaths. roughly 50% of the cases in the state come from palm beach, broward and miami-dade counties. @user #coronavirus httpurl	INFORMATIVE
1241677885808795651	and btw, there was a confirm case of covid19 in aziz bhatti &amp; his son also tested positive. we have so many spain &amp; italy return people swarming the hospitals without masks &amp; coming in opds for minor illnesses. this is the state of the affairs here. the end.	INFORMATIVE
1236143874004877314	pence and mcconnell attended the aipac conference where two attendees have tested positive for the coronavirus. #wtp2020 #wtpteam #wtpebrc httpurl	INFORMATIVE
1241036936560676867	capitol building 202.228.8800 house office buildings 202.225.4141 senate office buildings 202.224.3141 demand that our nov2020 elections &amp; all the primaries left must be from now on a mail-in only elecx process. #covid19 #burisma=.@user	UNINFORMATIVE
1249502697352581120	the story of covid-19's effects on western new york has largely been one of mind-numbing data, provided day after day on a national, state, county and even municipal level. but sunday's death notices in the buffalo news told a very different story. httpurl	UNINFORMATIVE
1238285142302441472	"it couldn't have happened to a nicer person? then again, this ""virus"" is a joke. a bad one at that. hope it's not that one in a million fatal cases. 👇🏼👇🏼👇🏼 canadian pm justin trudeau's wife, sophie, tests positive for coronavirus, officials say httpurl"	INFORMATIVE
1245951063842148352	dear @user - don’t be an idiot, you might have heard about a #pandemic which is killing thousands of residents in #football loving countries? let organizations and countries decide what to do with their competions based on #science and experts’ advise? -#covid19 httpurl	UNINFORMATIVE
1245893820534923265	indonesia frees 18,000 inmates, as it records highest #coronavirus death toll in asia behind china httpurl	UNINFORMATIVE
1241123604097454080	breaking: there are 77 new cases of #covid19 in bc, bringing the provincial total to 348. there are no new deaths. dr. bonnie henry says there are front-line workers who are getting infected. has nice words to say about those working around the clock to help others. @user	INFORMATIVE
1241682205048541185	five things to help stop the spread of coronavirus 1. wash your handsflexed biceps 2. cough/sneeze into your elbow 3. don't touch your face straight ruler 4. stay more than 3ft (1m) away from others house with garden 5. stay home if you feel sick #coronafreepakistan	UNINFORMATIVE
1244605203434950656	the monday moment: three scoops, three sides of the story httpurl thanks to the @user @user + @user as well as @user and @user for the journos + inspiration in casano's case. --- #coco @user #covid_19	UNINFORMATIVE
1241041852515614721	the second case of covid-19 in #pei was travelling on air canada flight 756 from toronto to charlottetown. it left toronto at 9:20 am march 11 and arrived in pei at 12:28 @user	INFORMATIVE
1245854723866910720	@user @user but they have never measured dr with total positive test data before. sars, swine flu, influenza they... cdc... has always used total estimated cases. if we use that same equation for covid19 it's more like .2% or less	UNINFORMATIVE
1241628385056444418	a 38-year-old man has passed away in bihar today due to kidney failure; he has been tested positive for #covid19. he was from munger. he died yesterday at aiims in patna; had returned from kolkata two days back: dr. prabhat kumar singh, aiims patna, bihar	INFORMATIVE
1241193660823359488	freebird httpurl #coronavirus time for freebird #budweiser @user what song is it you want to hear?	UNINFORMATIVE
1241782730087714818	here's the latest on the #coronavirus: - deaths in spain jumped 30% for a third day - italy death toil reaches 671 - global cases doubled in a week to over 300,000 - german economy to shrink 5%, bild says - a third of china cases showed no symptoms	INFORMATIVE
1245829491064287233	@user so sad nigerian medical doctor dies of coronavirus in the united kingdom. please do not compromise your👇 #washyourhands #staysafe #stayhome #socialdistancing #covidー19 httpurl	INFORMATIVE
1237947244331954176	stephen harper, mike pence attend conference where two test positive for covid-19 httpurl	INFORMATIVE
1247024517941268481	@user now i get it. there was no new news on covid-19.. trump called a 7pm news conference because biden had a video town hall at 7pm. it was political. good news.. trump gave biden lots of material for a truthful but ugly campaign ad! @user @user @user	UNINFORMATIVE
1245906591486001155	this ends as of college football season regardless of the death toll or the south really will rise again and not for a deplorable cause. #collegefootball #coronavirus	UNINFORMATIVE
1245709193895706626	these covid-19 care cards are a great way to plan your day, keep yourself motivated and build a positive outlook while working or learning from home #stayhomesavelives httpurl	UNINFORMATIVE
1238918620413116416	increase in covid-19 cases in 1 day in europe: portugal 51% estonia 46% finland 45% uk 43% czechia 33% austria, ireland 30% slovenia 28% germany, france, belgium 23% spain, switzerland 21% italy, greece 20% netherlands, romania 19% sweden 18% iceland 16% norway 8% denmark 3%	UNINFORMATIVE
1242910874953809923	happening now: mayor @user and @user commissioner les miller, and county administrator mike merrill are live to provide an update on covid-19 following today’s meeting of the hillsborough county emergency policy group. watch: httpurl httpurl	UNINFORMATIVE
1241672591980425216	brenda murphy: there haven’t been any published cases of #covid infection through a school. didn’t this pandemic just start &amp; isn’t the entire world learning as we go? who’d have time to physically deal with covid-19 &amp; write a paper about it at the same time? #closeschoolsnow	UNINFORMATIVE
1241064367887613954	correction: pa has 83 new cases of covid-19, bringing our statewide total to 268 cases, said pa health secretary dr. rachel levine. that's more than double the new cases wednesday**.	INFORMATIVE
1247341639712083969	fauci said: 1)covid19 nothing to worry about-then he said it was; 2)no need to wear masks-then he said there was; 3)treatment proposed by our president wasn’t effective-yet, it was. fauci-an expert on infectious disease?🙄 no wonder our healthcare system is failing.#firefauci	UNINFORMATIVE
1247076840621125632	two men with coronavirus have died in balkh province, provincial health officials confirmed on monday, adding that one was an 86-year-old who died in a hospital, and the other was 70 and died at home. so far three people have died of #coronavirus in balkh province. #afghanistan httpurl	INFORMATIVE
1242087505412919302	once again, @user was right! deep state #drfauci was being unnecessarily negative. optimism and hope is the remedy to this crisis. negativity only fuels the left's narrative! dr. oz: my 'jaw dropped' at hopeful coronavirus trial results httpurl	UNINFORMATIVE
1236132820042551306	@user @user i wouldn't go near stanford, let alone santa clara county. the border ended with palo alto for me, but once i found out the stanford doctor got infected with the plague, thats a no go zone. at least till the cases stop multiplying. don't feel safer in sf but thats #covid19 life.	UNINFORMATIVE
1241420552943702016	will the #worldend on april 29, 2020? know the truth! an asteroid approx. 1.8 km to 4.1 km in size, will fly past #earth from a safe distance of 3.9 million miles at an expected speed of around 20000 mph. #29thapril2020 #asteroid #corona #coronavirus httpurl	UNINFORMATIVE
1241773598903283719	#iraq on sunday imposed a total nationwide lockdown until march 28 to fight the novel #coronavirus, as the number of cases grew and the death toll climbed to 20.	INFORMATIVE
1236079389034663936	**coronavirus in md. update** @user is asking anyone at the village of rockville, a retirement community, feb. 29 between noon-6pm to see their health provider to be tested. to date in md. 44 people tested, 33 negative, 3 positive and 8 tests are pending. @user httpurl	INFORMATIVE
1236147161156521985	another korean air flight attendant confirmed for coronavirus. she was part of the crew for korea to la. diagnosed after returning to korea.	INFORMATIVE
1236509902333284352	@user the country like japan and us that does not test or does less will lose the war against covid19. south korea, italy, uk carry out large tests. s.korea 178,189 tested, italy 42,062 tested. testing the suspected people is like removing mines from ground.	INFORMATIVE
1241123700197466112	the infographic shows the spread of #covid19 outside of china. #ireland has 683 confirmed cases with three deaths. brave healthcare works, volunteers, communities are giving everything to contain the virus and assist each other in this difficult moment. source: bbc, jhu httpurl	INFORMATIVE
1241377862164328454	update: #covid19 in africa new cases = nc - 38 nc in s. africa - 24 nc in burkina faso - 10 nc in nigeria - 7 nc togo - 6 nc tunisia - 5 nc dr congo - 5 nc ivory coast - 3 nc ghana - 2 nc cabo verde - 2 nc mauritius - 2 nc zimbabwe - 1 nc in algeria - 1 nc angola - 1 nc liberia	INFORMATIVE
1246035478857555970	@user instead of make hunger kill man inside house laidis, e no go beta make guy man kuku get coronavirus ontop where him de hustle for street? at least that way man go see chow for hospital, plus possibility of survival too😞😢 the government said to stay indoors, on empty bele?😖😨	UNINFORMATIVE
1245902586340933645	i’m too fragile for this! 😭 but here is a coronavirus patient success story: a 44-year-old woman who spent 10 days on a ventilator was discharged today after being at st. david's south austin medical center for 16 days with coronavirus.	INFORMATIVE
1243545889370759178	"$ctso is running its manufacturing plant 24/7. ""cytosorbents shares up 32% after cytosorb used in covid-19 patients"" also on my list $srne, $bcrx."	UNINFORMATIVE
1246011700735668228	@user @user just confirming that lowlife scumbags of the #hanson voting type are alive and thriving on #racialabuse in #australia ... #noroomforracists #hansonsonenation #covid19 @user httpurl	UNINFORMATIVE
1247875653908791298	according to httpurl there were 392,594 positive covid-19 cases in the us as of yesterday. i made this pie chart that shows the relative amount by each state. httpurl	INFORMATIVE
1241171749963735040	#breaking: wolf administration delays enforcement that all non-life-sustaining businesses in pennsylvania must close their physical locations to slow the spread of covid-19. enforcement will now start at 8am on monday, march 23rd. httpurl httpurl	UNINFORMATIVE
1241183167199031296	we can get through covid-19. dami na outbreak in the past years and lahat yun nalampasan ng earth.	UNINFORMATIVE
1245845214679445505	@user and he was told on february the 3rd by the military that over 150 thousand people could die from the coronavirus, and on february the 4th he sent our medical supplies we need to china.. httpurl	UNINFORMATIVE
1246030193178734593	coronavirus world map: which countries have the most cases and deaths? httpurl httpurl	UNINFORMATIVE
1236119372092956673	colorado coronavirus cases: eight total patients have been announced, others quarantined. italy, italy, italy ⁦@user httpurl	INFORMATIVE
1246549152248541193	today we @user transported 10 covid 19 positive patients for hse hospitals. my dedicated team stepping up to play our part. preparing for a few difficult weeks ahead. together we are stronger httpurl	INFORMATIVE
1249579304221999105	recently health minister of sl pavithra wanniarachchi has said that all the patients who have died of covid-19 would be cremated. it is against the tenets of islam and in contravention of the guidelines on disposal of dead bodies issued by who which allows burial. @user	UNINFORMATIVE
1241852053091160065	washington vast intervention driven by terrifying 30%-50% daily increases in coronavirus cases with no end in sight httpurl	UNINFORMATIVE
1241180993945571329	america's grocery store workers are on the front lines of the coronavirus pandemic, helping to keep the nation's 330m residents alive and fed in an uncertain and frightening time. httpurl	UNINFORMATIVE
1239262457065099264	the year is jst 3 mnths old but we've had enough trouble that should last a decade. 🥺 2020 this was not out agreement oo. rip to d dead, quick recovery to the sick n injured &amp; may god console those who are bereaved. festac satellite town abule ado bethlehem lagos coronavirus	UNINFORMATIVE
1246014598207041536	the nationwide lockdown in #india because of the #coronavirus has dealt a body blow to the country’s neediest, many of whom have long backed narendra modi httpurl	UNINFORMATIVE
1245763691812802560	tellimer - kenya: covid-19 proposed tax cuts now permanent, fiscal deficit still a concern: kenya's national treasury has confirmed that the measures proposed to deal with the impact of covid-19would be permanent, which we see as positivefor the economy.… httpurl	UNINFORMATIVE
1241813747611697152	syria has now reported its first coronavirus case after weeks of rumours about an outbreak in the country. here’s what it could mean for regime areas with @user httpurl	INFORMATIVE
1235540066832986112	"fm says that the scottish budget includes increased funding for nhs social care resources. ""there is an intensive focus on getting people discharged appropriately"" and is a ""particular focus"" given the coronavirus outbreak. #fmqs"	UNINFORMATIVE
1241567592386457600	@user is confirming four more positive cases of covid-19 in the county, this makes 13 total confirmed cases of covid-19 in santa barbara county at this time. read more: httpurl httpurl	INFORMATIVE
1236088972679528454	@user russia’s secretive vector lab where they studied viruses, etc. fire, some kind of incident in nov. 2019. month later—admittedly very far away—coronavirus pops up in wuhan. just saying.	UNINFORMATIVE
